HourOfCall,IncidentGroup,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£)
15,False Alarm,5,5,5,4,1356
21,Special Service,1,1,1,3,1017
11,Fire,2,2,2,3,1017
17,Fire,2,3,3,3,1017
13,Fire,2,2,5,7,2373
23,False Alarm,2,3,3,3,1017
14,Special Service,2,2,2,3,1017
20,Special Service,2,2,2,3,1017
20,Fire,5,5,5,3,1017
18,Fire,3,3,3,8,2712
18,Fire,2,2,2,3,1017
19,Fire,1,1,3,4,1356
23,Special Service,1,2,2,4,1356
22,Fire,2,3,3,5,1695
14,Special Service,2,2,2,4,1356
21,Fire,2,2,26,70,23730
21,False Alarm,4,5,5,3,1017
21,Fire,5,5,6,14,4746
20,Fire,4,5,5,4,1356
1,False Alarm,3,3,3,3,1017
22,Special Service,2,2,2,4,1356
16,Special Service,2,3,3,3,1017
17,Fire,4,5,5,3,1017
20,Fire,1,2,2,4,1356
6,False Alarm,5,5,5,3,1017
6,Fire,1,2,2,3,1017
19,False Alarm,2,2,3,4,1356
8,Special Service,2,2,2,3,1017
23,Fire,4,4,5,11,3729
20,Fire,3,5,5,15,5085
22,False Alarm,5,5,5,3,1017
13,Special Service,2,3,3,4,1356
22,Fire,2,3,3,3,1017
20,Fire,3,5,5,7,2373
14,Special Service,1,1,2,5,1695
14,Fire,4,4,4,10,3390
13,Fire,2,2,2,3,1017
13,Fire,5,5,5,5,1695
16,Special Service,2,2,2,3,1017
2,Special Service,3,3,4,5,1695
12,Fire,3,4,7,11,3729
18,Special Service,2,2,2,3,1017
21,Fire,5,5,5,3,1017
17,Fire,3,5,5,3,1017
16,Special Service,1,1,2,7,2373
22,Special Service,2,2,2,3,1017
21,Fire,3,4,5,10,3390
3,Fire,1,2,2,3,1017
9,Fire,1,1,1,3,1017
4,Fire,1,1,3,5,1695
22,Fire,1,1,1,3,1017
12,Special Service,1,1,14,54,18306
9,Special Service,1,1,1,3,1017
19,Fire,2,2,2,3,1017
16,Fire,2,2,2,3,1017
21,Special Service,2,3,3,3,1017
11,Fire,2,2,2,3,1017
22,Fire,2,2,4,3,1017
8,False Alarm,2,2,3,3,1017
17,False Alarm,6,6,6,3,1017
12,Special Service,1,2,2,4,1356
22,Special Service,3,4,4,5,1695
20,False Alarm,1,2,2,3,1017
20,Special Service,1,2,2,3,1017
1,Special Service,1,2,2,3,1017
11,Special Service,2,2,2,3,1017
18,Fire,2,2,4,5,1695
2,Special Service,2,2,2,3,1017
23,Fire,1,2,2,3,1017
1,Special Service,2,3,3,4,1356
22,False Alarm,1,2,2,4,1356
9,False Alarm,4,5,5,3,1017
13,False Alarm,3,5,5,3,1017
4,Fire,1,2,4,6,2034
6,Fire,4,5,5,6,2034
12,Fire,1,2,2,5,1695
15,Special Service,5,5,5,3,1017
14,Fire,4,4,8,18,6102
16,False Alarm,1,1,1,3,1017
20,Fire,2,2,2,4,1356
16,Fire,2,2,5,20,6780
5,Special Service,1,2,2,5,1695
2,Fire,2,2,2,3,1017
19,Fire,3,4,4,5,1695
17,Special Service,1,1,2,5,1695
21,False Alarm,2,3,3,3,1017
17,Fire,2,2,2,5,1695
22,Special Service,1,2,2,5,1695
19,False Alarm,1,2,2,3,1017
13,Special Service,2,3,3,5,1695
2,Fire,2,2,2,3,1017
11,Special Service,1,1,2,5,1695
10,Special Service,1,2,2,3,1017
23,Fire,2,2,4,6,2034
12,False Alarm,4,5,5,3,1017
5,False Alarm,2,3,3,4,1356
20,Fire,5,5,5,5,1695
23,False Alarm,1,1,2,3,1017
5,Fire,2,2,2,5,1695
7,Fire,1,2,2,3,1017
13,Fire,3,4,4,4,1356
18,Fire,3,4,19,57,19323
8,Fire,3,5,5,3,1017
14,Fire,1,2,3,6,2034
21,Special Service,2,2,2,3,1017
22,Fire,2,2,4,4,1356
20,False Alarm,3,5,5,3,1017
18,Fire,5,5,5,7,2373
11,Special Service,2,3,3,3,1017
16,Fire,2,3,4,3,1017
2,Fire,3,3,3,5,1695
7,Fire,2,4,9,26,8814
12,Special Service,2,3,3,3,1017
21,Fire,2,2,5,12,4068
15,Fire,3,3,3,3,1017
19,Special Service,2,2,2,4,1356
15,Fire,2,2,4,4,1356
19,Special Service,2,2,2,3,1017
21,Fire,4,5,10,27,9153
20,Special Service,1,2,4,13,4407
16,Fire,2,3,15,38,12882
10,Special Service,1,1,1,3,1017
16,Fire,5,5,5,3,1017
0,Special Service,2,3,3,6,2034
19,Fire,2,2,4,12,4068
20,Fire,2,3,3,3,1017
12,Special Service,2,2,2,3,1017
22,Fire,2,2,2,4,1356
14,Special Service,2,3,3,3,1017
18,Special Service,5,5,6,5,1695
14,False Alarm,4,5,5,3,1017
3,Fire,2,3,3,4,1356
13,Special Service,1,1,1,3,1017
10,Special Service,1,2,2,3,1017
9,Special Service,1,2,2,3,1017
14,Fire,2,3,5,11,3729
19,Fire,1,2,2,3,1017
21,Special Service,3,3,3,5,1695
16,False Alarm,3,4,4,4,1356
18,Fire,3,5,5,3,1017
13,Fire,1,1,2,6,2034
21,Fire,2,2,2,3,1017
11,Special Service,3,3,3,3,1017
18,False Alarm,1,2,2,4,1356
17,Fire,2,2,15,28,9492
19,Fire,1,2,2,3,1017
17,Fire,2,2,2,3,1017
18,Fire,2,2,2,3,1017
18,Fire,2,2,2,5,1695
19,Special Service,2,2,2,3,1017
17,Special Service,2,2,2,3,1017
22,Fire,1,2,2,4,1356
11,Fire,7,8,14,36,12204
20,Special Service,1,1,1,3,1017
13,Special Service,1,1,1,3,1017
14,False Alarm,3,4,4,4,1356
15,Fire,1,1,2,3,1017
20,False Alarm,3,4,4,3,1017
20,Fire,2,2,2,3,1017
16,Fire,1,2,2,3,1017
19,Fire,3,4,4,7,2373
1,Fire,2,2,2,3,1017
10,Fire,2,3,3,6,2034
5,Fire,2,3,3,5,1695
4,Fire,2,2,10,32,10848
9,False Alarm,2,3,3,3,1017
2,Special Service,1,1,2,6,2034
3,Fire,2,4,4,5,1695
0,Special Service,1,1,5,15,5085
14,Fire,1,1,6,9,3051
7,Fire,5,5,5,6,2034
12,Fire,4,4,4,6,2034
16,Fire,1,2,2,3,1017
14,Fire,3,4,11,36,12204
2,Fire,3,4,20,67,22713
7,Fire,1,2,5,11,3729
22,Fire,4,4,4,7,2373
12,False Alarm,4,5,5,3,1017
14,Fire,2,2,2,3,1017
9,Fire,1,2,2,3,1017
18,Special Service,1,2,2,4,1356
11,Fire,3,4,5,13,4407
17,False Alarm,1,1,2,3,1017
6,Special Service,1,1,2,3,1017
5,Fire,2,2,2,4,1356
20,Special Service,1,2,2,3,1017
1,Fire,2,2,2,3,1017
17,Fire,2,2,2,3,1017
19,Special Service,1,2,2,3,1017
16,Special Service,1,1,1,3,1017
4,Special Service,3,3,3,3,1017
21,Fire,1,2,2,7,2373
4,Special Service,1,2,2,3,1017
11,Fire,1,2,2,3,1017
18,Special Service,2,2,2,3,1017
16,Fire,4,4,4,7,2373
18,Fire,3,5,5,3,1017
16,Special Service,1,1,2,5,1695
9,Fire,2,3,3,3,1017
18,Fire,1,2,2,3,1017
1,Special Service,2,2,4,11,3729
16,Fire,1,1,4,3,1017
22,Special Service,2,2,2,4,1356
23,False Alarm,5,5,5,3,1017
6,Fire,2,3,4,7,2373
13,Fire,4,4,4,3,1017
19,Fire,2,2,6,11,3729
15,Fire,1,1,3,6,2034
22,Special Service,1,2,2,4,1356
14,Fire,3,3,3,4,1356
20,Fire,2,2,4,6,2034
15,Special Service,1,1,2,5,1695
16,Fire,1,1,2,4,1356
8,False Alarm,1,2,2,3,1017
18,Fire,1,2,4,11,3729
10,Fire,3,4,15,39,13221
12,Fire,1,2,6,11,3729
22,Fire,3,4,7,13,4407
14,Fire,5,5,5,3,1017
2,Fire,1,1,2,4,1356
14,Special Service,2,2,2,4,1356
20,Fire,3,4,4,3,1017
12,False Alarm,3,3,3,3,1017
13,False Alarm,1,2,2,3,1017
16,Special Service,1,1,1,3,1017
18,Fire,1,2,2,4,1356
23,Fire,2,3,4,3,1017
23,False Alarm,4,5,5,3,1017
3,Fire,5,5,5,3,1017
14,Fire,1,2,4,9,3051
11,Fire,1,1,2,4,1356
9,Special Service,1,2,2,5,1695
5,Special Service,1,3,3,3,1017
4,Special Service,1,1,2,5,1695
13,Special Service,1,1,1,3,1017
13,Special Service,1,1,2,4,1356
16,Fire,1,1,2,3,1017
21,Fire,1,1,2,4,1356
18,Fire,1,2,4,5,1695
17,Special Service,1,1,1,3,1017
17,False Alarm,5,5,5,4,1356
23,Special Service,1,2,2,3,1017
5,Fire,1,1,1,3,1017
4,Special Service,2,2,2,5,1695
22,Fire,1,1,1,3,1017
19,Fire,1,2,2,3,1017
6,Special Service,1,1,1,3,1017
0,Special Service,1,1,1,3,1017
17,Fire,2,2,4,5,1695
14,Fire,1,1,2,4,1356
14,Fire,1,1,1,4,1356
16,Fire,2,2,2,3,1017
12,Fire,2,2,2,4,1356
3,Special Service,1,1,1,3,1017
22,Fire,2,2,2,3,1017
19,Fire,2,3,4,5,1695
15,Fire,3,4,4,5,1695
20,Fire,2,2,2,3,1017
20,False Alarm,5,5,5,3,1017
19,Fire,1,1,5,9,3051
15,Fire,2,3,3,3,1017
8,Fire,2,2,2,4,1356
12,Fire,5,5,5,5,1695
14,Special Service,3,3,3,3,1017
10,Special Service,1,2,2,3,1017
22,Fire,1,2,2,4,1356
14,Special Service,2,2,2,3,1017
12,Special Service,2,2,2,3,1017
7,Fire,2,3,4,4,1356
19,Fire,2,2,4,7,2373
4,Fire,2,2,2,4,1356
17,Fire,1,2,2,3,1017
6,Fire,2,2,2,3,1017
11,False Alarm,5,5,5,3,1017
19,Fire,1,2,4,6,2034
20,Fire,5,5,5,7,2373
21,Special Service,1,1,1,3,1017
12,Fire,2,2,2,3,1017
18,Fire,2,2,4,3,1017
16,Special Service,2,3,3,4,1356
10,Fire,1,2,2,3,1017
20,Fire,2,2,2,4,1356
21,Fire,2,2,4,6,2034
21,Fire,2,3,7,19,6441
21,Special Service,2,3,3,3,1017
15,Special Service,1,1,1,3,1017
5,Fire,1,2,5,7,2373
20,False Alarm,4,5,5,3,1017
16,Special Service,1,1,1,4,1356
22,Fire,1,2,2,4,1356
22,Fire,3,3,3,3,1017
14,Fire,2,2,4,5,1695
21,Fire,2,2,2,4,1356
13,Special Service,2,2,4,4,1356
18,Fire,5,5,11,15,5085
20,Fire,4,4,4,9,3051
20,Fire,2,2,5,5,1695
18,Fire,1,1,1,3,1017
20,Special Service,2,2,2,3,1017
18,Fire,1,2,2,4,1356
20,Special Service,1,1,2,3,1017
5,Special Service,1,1,1,4,1356
1,Special Service,1,1,2,5,1695
9,False Alarm,5,5,5,3,1017
14,Fire,3,3,5,10,3390
21,False Alarm,3,3,3,3,1017
9,Special Service,1,1,2,4,1356
17,Special Service,1,1,1,5,1695
8,Fire,2,2,3,5,1695
20,Fire,2,3,3,3,1017
8,False Alarm,4,5,5,3,1017
22,Fire,1,2,2,3,1017
9,Special Service,2,2,2,7,2373
13,Fire,1,2,9,23,7797
12,Fire,1,2,2,3,1017
18,Fire,1,2,2,3,1017
20,Special Service,1,2,2,3,1017
17,Special Service,2,2,2,3,1017
16,Fire,6,8,9,17,5763
23,Fire,4,5,5,3,1017
17,Fire,2,2,3,4,1356
3,Fire,1,2,4,9,3051
2,Fire,2,2,2,3,1017
1,False Alarm,3,5,5,3,1017
9,Special Service,1,2,2,3,1017
14,Fire,2,2,2,4,1356
11,Fire,2,2,2,5,1695
3,Fire,2,4,4,4,1356
23,Fire,1,2,2,6,2034
23,Fire,2,2,2,3,1017
18,Fire,3,3,3,4,1356
12,Special Service,2,2,2,3,1017
19,Special Service,2,2,2,3,1017
1,Fire,4,5,5,3,1017
9,Fire,2,2,2,3,1017
17,Fire,2,3,3,4,1356
2,Fire,2,2,7,17,5763
20,Fire,3,5,5,3,1017
10,Fire,3,3,3,4,1356
21,Special Service,1,1,2,3,1017
22,Fire,2,2,2,4,1356
1,Fire,2,3,4,4,1356
20,Fire,1,2,2,4,1356
3,Fire,2,2,4,9,3051
12,Fire,2,2,2,3,1017
15,Fire,1,1,4,14,4746
18,Fire,2,2,2,3,1017
15,Fire,1,1,4,10,3390
13,Special Service,1,1,2,5,1695
15,Fire,5,5,5,3,1017
18,False Alarm,4,5,5,3,1017
17,Special Service,1,1,1,3,1017
14,False Alarm,2,3,3,4,1356
16,Fire,2,3,3,4,1356
2,Fire,3,3,3,3,1017
0,False Alarm,4,5,5,3,1017
21,False Alarm,5,5,5,3,1017
20,Special Service,1,1,1,3,1017
17,Fire,4,5,6,11,3729
22,Fire,1,2,5,12,4068
3,Fire,1,2,2,3,1017
13,Fire,2,2,2,3,1017
19,Fire,3,3,3,5,1695
14,Fire,2,2,2,5,1695
20,False Alarm,5,5,5,5,1695
11,Special Service,2,3,3,5,1695
20,Special Service,1,2,2,3,1017
22,Fire,4,5,5,4,1356
22,Fire,1,2,4,7,2373
15,Special Service,2,2,2,3,1017
14,Fire,3,5,5,7,2373
18,Special Service,2,2,2,3,1017
14,Fire,4,5,5,4,1356
6,Fire,2,2,2,3,1017
15,Fire,2,2,5,13,4407
17,Fire,2,3,3,3,1017
4,Fire,2,2,2,4,1356
15,Special Service,1,2,2,4,1356
11,Special Service,3,4,4,3,1017
20,Fire,2,2,5,8,2712
23,Fire,1,2,3,7,2373
17,Fire,1,2,7,21,7119
18,Fire,2,2,19,61,20679
22,Special Service,2,2,2,3,1017
16,Special Service,2,4,4,3,1017
21,False Alarm,1,1,1,4,1356
22,Fire,2,2,4,5,1695
13,Fire,3,3,3,3,1017
10,Fire,2,3,3,5,1695
16,Fire,3,3,3,3,1017
10,Special Service,2,2,2,3,1017
18,Special Service,1,2,2,3,1017
5,Fire,4,4,4,3,1017
2,Fire,1,2,2,3,1017
11,Special Service,3,3,3,3,1017
16,Special Service,2,2,2,3,1017
10,Fire,1,2,2,3,1017
14,Fire,1,2,2,6,2034
16,Fire,2,2,2,4,1356
18,Special Service,1,1,1,4,1356
17,Fire,5,5,5,3,1017
7,Special Service,2,3,3,3,1017
21,Special Service,1,2,2,3,1017
14,Special Service,2,2,2,3,1017
21,Fire,1,2,2,3,1017
14,Special Service,2,2,2,3,1017
1,Fire,2,3,3,3,1017
6,Fire,2,3,3,6,2034
4,Fire,2,2,7,25,8475
0,Fire,3,4,4,6,2034
0,False Alarm,4,5,5,3,1017
15,Fire,2,2,2,3,1017
19,Special Service,2,2,2,3,1017
5,Fire,1,2,2,4,1356
2,Special Service,2,2,2,4,1356
8,Fire,2,2,2,4,1356
0,Special Service,2,2,2,6,2034
23,Special Service,2,2,2,3,1017
19,Special Service,1,2,2,4,1356
1,Fire,3,5,142,710,240690
23,Fire,2,2,2,4,1356
11,Special Service,2,2,2,3,1017
20,Special Service,2,3,3,4,1356
8,Special Service,2,3,3,4,1356
22,Special Service,1,2,2,3,1017
15,Special Service,4,5,5,9,3051
9,Special Service,1,2,2,4,1356
20,Special Service,2,2,2,3,1017
15,Fire,5,5,5,3,1017
11,Fire,5,5,5,4,1356
10,Fire,5,5,5,3,1017
4,Fire,2,2,2,3,1017
12,Special Service,1,1,4,20,6780
16,Fire,2,2,3,6,2034
19,False Alarm,1,2,2,4,1356
0,Special Service,2,2,2,3,1017
22,Fire,1,2,2,4,1356
6,Fire,1,1,3,5,1695
16,Special Service,1,1,2,6,2034
8,Fire,1,2,2,4,1356
19,False Alarm,3,5,5,3,1017
17,Special Service,1,1,1,3,1017
3,Fire,2,2,2,6,2034
2,Special Service,3,3,3,4,1356
16,Special Service,1,1,4,9,3051
13,Fire,4,5,16,42,14238
15,False Alarm,1,1,1,3,1017
14,Fire,2,2,2,3,1017
23,Special Service,1,2,2,3,1017
5,Special Service,1,1,1,3,1017
8,Fire,2,2,6,13,4407
11,Special Service,1,1,1,3,1017
13,Fire,3,5,5,3,1017
2,Fire,3,5,5,3,1017
15,Special Service,2,2,2,3,1017
10,Fire,1,2,2,4,1356
7,Fire,1,2,5,7,2373
1,False Alarm,4,5,5,3,1017
19,False Alarm,3,5,5,3,1017
20,Fire,2,2,2,3,1017
2,Fire,1,2,2,3,1017
12,Special Service,1,1,2,3,1017
20,Fire,5,8,8,7,2373
11,Fire,3,3,5,14,4746
19,Special Service,1,1,1,3,1017
0,False Alarm,5,5,5,3,1017
12,Fire,1,2,2,3,1017
5,Fire,2,2,2,3,1017
17,Fire,3,4,9,24,8136
20,Special Service,1,1,2,6,2034
9,False Alarm,2,2,2,3,1017
17,Fire,1,2,2,4,1356
22,Fire,1,2,2,3,1017
19,Fire,2,3,3,3,1017
8,False Alarm,1,1,1,3,1017
1,Fire,1,2,3,8,2712
0,Fire,1,2,2,3,1017
0,Fire,2,3,3,5,1695
13,Fire,2,2,3,3,1017
18,Fire,2,2,2,5,1695
21,Fire,2,2,2,6,2034
2,Special Service,1,1,1,3,1017
3,Special Service,1,2,2,3,1017
4,Special Service,2,2,2,4,1356
22,Special Service,1,2,2,7,2373
10,Special Service,2,2,2,4,1356
5,Fire,3,4,4,6,2034
17,False Alarm,4,5,5,3,1017
15,Fire,2,3,3,3,1017
13,Fire,2,3,3,3,1017
21,Special Service,1,1,2,3,1017
14,Special Service,2,3,3,3,1017
21,Special Service,1,1,1,3,1017
5,False Alarm,4,5,5,3,1017
19,Special Service,2,2,2,3,1017
21,Special Service,1,2,2,3,1017
20,Special Service,1,1,1,3,1017
18,Fire,2,2,2,3,1017
5,Special Service,1,1,1,3,1017
1,Fire,2,3,3,3,1017
22,Fire,3,5,5,3,1017
0,Special Service,1,1,1,4,1356
3,Fire,5,5,6,10,3390
7,Fire,1,2,2,3,1017
6,Special Service,1,2,4,16,5424
22,False Alarm,4,5,5,3,1017
11,Fire,3,4,5,3,1017
21,Special Service,1,2,2,3,1017
14,Fire,1,2,5,11,3729
17,Fire,1,2,2,3,1017
15,Special Service,2,2,2,3,1017
21,Special Service,1,2,2,3,1017
22,Fire,3,4,30,139,47121
9,False Alarm,2,2,3,3,1017
15,Fire,1,1,2,4,1356
19,False Alarm,3,5,5,3,1017
15,Fire,5,5,19,66,22374
20,Fire,2,3,4,11,3729
6,Fire,4,5,5,3,1017
6,Fire,2,2,2,4,1356
5,Fire,2,2,14,40,13560
7,Fire,2,2,2,3,1017
15,Fire,1,1,1,3,1017
8,Fire,3,4,5,13,4407
2,False Alarm,4,5,5,4,1356
18,False Alarm,3,3,3,3,1017
8,Special Service,1,2,2,3,1017
5,Fire,2,3,47,170,57630
17,Special Service,1,1,1,3,1017
10,Special Service,3,3,3,6,2034
3,False Alarm,4,5,5,4,1356
20,Fire,3,4,10,25,8475
11,Fire,4,4,9,23,7797
19,Fire,3,5,5,4,1356
2,Special Service,1,2,2,3,1017
19,Fire,2,3,3,4,1356
20,False Alarm,3,5,5,4,1356
16,Special Service,2,2,2,3,1017
4,Fire,1,1,1,3,1017
14,False Alarm,1,1,1,3,1017
18,Fire,1,2,2,5,1695
7,Fire,3,5,6,3,1017
20,False Alarm,2,2,2,4,1356
11,Fire,1,1,2,3,1017
0,Fire,3,5,5,3,1017
14,Fire,2,2,4,5,1695
8,False Alarm,5,5,5,4,1356
6,False Alarm,6,7,7,4,1356
19,Fire,2,2,2,5,1695
10,Special Service,1,1,1,3,1017
17,Fire,2,2,2,3,1017
22,Fire,4,5,5,11,3729
13,Fire,2,2,2,3,1017
23,Fire,1,1,2,4,1356
20,False Alarm,4,5,5,4,1356
13,False Alarm,3,3,3,3,1017
21,Fire,1,2,5,9,3051
7,Fire,1,2,15,35,11865
11,Fire,3,3,3,4,1356
13,Special Service,3,3,3,5,1695
11,Fire,5,5,10,16,5424
22,Fire,2,2,2,3,1017
13,Special Service,1,1,3,10,3390
13,Special Service,1,2,2,3,1017
10,Fire,2,3,5,13,4407
22,Special Service,1,2,2,4,1356
18,Fire,2,3,4,3,1017
0,Fire,2,2,2,3,1017
12,Special Service,1,1,1,3,1017
11,Fire,2,3,4,6,2034
14,Fire,2,2,2,5,1695
12,Fire,1,2,6,15,5085
15,Special Service,1,2,2,3,1017
18,Fire,2,2,2,5,1695
14,Fire,4,4,11,37,12543
16,Special Service,1,1,1,3,1017
9,Fire,2,2,2,6,2034
2,Special Service,NULL,NULL,1,4,1356
8,Special Service,1,2,2,3,1017
3,Fire,3,5,5,4,1356
17,Fire,2,2,4,3,1017
23,Fire,1,1,2,3,1017
15,Fire,1,1,1,4,1356
15,Fire,2,3,4,3,1017
17,Fire,1,1,2,5,1695
19,False Alarm,2,3,3,3,1017
22,Fire,2,2,2,3,1017
14,Fire,1,1,3,7,2373
12,Special Service,2,2,2,3,1017
16,Fire,3,3,3,4,1356
0,Fire,1,2,4,3,1017
15,Fire,2,3,3,6,2034
3,False Alarm,4,5,5,3,1017
0,Special Service,2,2,2,3,1017
21,Fire,1,2,2,3,1017
5,Special Service,1,2,3,3,1017
12,Fire,2,2,2,3,1017
2,Fire,2,3,3,4,1356
1,Fire,1,2,3,7,2373
8,Fire,1,2,24,75,25425
21,Special Service,1,1,2,3,1017
7,Fire,2,2,2,4,1356
11,False Alarm,5,5,5,3,1017
18,Special Service,2,2,2,3,1017
11,Fire,2,2,2,5,1695
11,Fire,1,1,2,3,1017
14,False Alarm,5,5,5,3,1017
0,Fire,2,2,4,6,2034
13,Fire,1,2,2,3,1017
22,Fire,2,3,3,3,1017
18,Fire,1,2,2,3,1017
7,Special Service,2,3,3,4,1356
12,Special Service,2,2,2,3,1017
13,Special Service,2,2,2,6,2034
20,Special Service,1,1,1,3,1017
19,Special Service,3,4,4,3,1017
15,Fire,2,2,2,3,1017
6,False Alarm,4,5,5,3,1017
15,Special Service,2,3,3,3,1017
9,Fire,1,2,2,4,1356
16,Special Service,NULL,NULL,1,25,8475
16,Special Service,NULL,NULL,1,4,1356
16,Special Service,NULL,NULL,1,3,1017
12,False Alarm,3,5,5,3,1017
18,False Alarm,2,2,2,3,1017
7,Fire,3,4,4,3,1017
18,Special Service,1,1,1,3,1017
10,Fire,2,2,2,4,1356
1,Special Service,2,2,2,3,1017
8,Special Service,3,4,4,4,1356
16,Special Service,NULL,NULL,1,3,1017
12,Special Service,2,2,2,3,1017
11,Special Service,1,2,2,4,1356
19,Fire,1,1,1,3,1017
16,Special Service,1,1,3,5,1695
23,Fire,2,2,2,3,1017
8,Special Service,3,3,3,4,1356
11,Special Service,1,1,1,3,1017
5,Fire,5,5,5,5,1695
1,Fire,2,2,2,3,1017
11,Fire,4,4,4,3,1017
21,Special Service,3,3,3,3,1017
10,Special Service,2,2,2,3,1017
22,Fire,2,3,3,5,1695
13,Special Service,1,1,1,3,1017
2,Fire,3,5,5,3,1017
11,Fire,2,3,3,7,2373
12,Special Service,1,1,1,3,1017
14,Fire,2,2,3,6,2034
0,Special Service,3,4,5,5,1695
20,Fire,2,3,3,4,1356
4,Fire,4,6,11,30,10170
11,Special Service,1,2,2,4,1356
11,Special Service,1,2,2,6,2034
11,False Alarm,2,2,2,4,1356
15,Special Service,1,2,2,3,1017
18,Fire,3,3,3,3,1017
20,Fire,3,4,4,4,1356
7,Special Service,1,2,2,4,1356
22,False Alarm,4,5,5,3,1017
22,Fire,4,4,8,16,5424
9,Fire,1,2,2,3,1017
6,Special Service,1,1,2,3,1017
17,Special Service,2,2,2,3,1017
15,Special Service,2,2,2,4,1356
20,Fire,1,2,4,6,2034
14,Special Service,2,2,2,3,1017
16,Special Service,1,1,1,4,1356
6,Fire,5,5,5,4,1356
10,Special Service,1,1,1,3,1017
11,False Alarm,4,5,5,3,1017
4,Fire,4,5,9,24,8136
17,Special Service,2,2,3,3,1017
12,Special Service,2,2,2,3,1017
4,False Alarm,1,2,2,5,1695
2,Special Service,1,2,4,4,1356
2,Fire,1,2,2,3,1017
14,Special Service,1,1,1,3,1017
3,Fire,2,4,75,298,101022
18,Fire,2,2,2,3,1017
15,False Alarm,3,3,4,3,1017
16,False Alarm,2,3,3,3,1017
18,False Alarm,2,2,2,3,1017
1,Special Service,2,2,3,3,1017
21,False Alarm,5,5,5,4,1356
14,Fire,2,2,2,3,1017
14,Special Service,1,1,1,5,1695
20,Special Service,1,1,2,3,1017
14,False Alarm,3,5,5,3,1017
15,False Alarm,1,2,2,3,1017
13,Fire,1,1,2,4,1356
21,False Alarm,4,5,5,3,1017
13,False Alarm,2,3,3,3,1017
1,Fire,3,3,11,24,8136
18,Special Service,2,3,3,4,1356
14,Special Service,1,1,2,3,1017
18,Special Service,1,1,1,3,1017
21,Fire,4,4,4,7,2373
1,Fire,1,1,1,3,1017
9,Fire,1,1,2,3,1017
10,False Alarm,2,2,2,5,1695
19,Fire,7,9,11,8,2712
11,Special Service,2,2,2,5,1695
18,Special Service,1,2,2,3,1017
7,False Alarm,5,5,5,3,1017
21,Fire,2,2,2,3,1017
16,False Alarm,2,2,2,4,1356
16,Special Service,1,2,2,4,1356
17,False Alarm,2,3,4,3,1017
7,Special Service,1,1,1,3,1017
3,False Alarm,3,5,5,3,1017
20,Special Service,2,3,3,3,1017
13,Fire,1,2,2,6,2034
17,Special Service,NULL,NULL,1,3,1017
18,Special Service,3,3,3,3,1017
19,Special Service,1,1,1,4,1356
16,False Alarm,4,5,5,6,2034
16,Fire,2,3,3,3,1017
6,Special Service,3,3,3,5,1695
23,False Alarm,3,5,5,3,1017
5,False Alarm,1,2,2,4,1356
16,Special Service,2,3,3,4,1356
20,Fire,1,2,2,3,1017
19,Special Service,1,1,1,4,1356
17,Special Service,1,1,4,8,2712
17,Special Service,1,1,3,3,1017
6,Special Service,1,1,1,3,1017
18,Fire,2,2,3,3,1017
22,Special Service,1,1,1,3,1017
17,Fire,2,3,4,3,1017
17,Special Service,1,1,1,4,1356
17,Special Service,1,1,1,3,1017
9,Fire,1,2,10,36,12204
20,Special Service,1,1,2,5,1695
0,False Alarm,3,3,3,3,1017
14,Fire,1,2,2,3,1017
14,Fire,2,2,2,3,1017
14,Fire,4,5,5,3,1017
11,Special Service,4,4,4,3,1017
3,Fire,2,2,2,3,1017
11,Fire,2,2,2,5,1695
16,Fire,1,2,14,53,17967
18,Fire,1,1,1,7,2373
22,Special Service,2,2,3,3,1017
19,Fire,2,3,4,6,2034
11,Special Service,3,3,3,4,1356
0,Fire,2,3,3,4,1356
7,Fire,1,1,7,13,4407
17,Fire,2,2,5,14,4746
11,Special Service,2,2,2,3,1017
10,False Alarm,3,5,5,3,1017
12,Special Service,1,1,2,7,2373
16,Fire,2,3,3,3,1017
23,Fire,5,5,7,11,3729
18,False Alarm,3,5,5,3,1017
10,Special Service,1,1,1,3,1017
19,False Alarm,5,5,5,3,1017
17,Special Service,2,2,2,3,1017
11,Fire,2,3,4,6,2034
10,False Alarm,3,5,5,3,1017
12,Fire,3,3,3,3,1017
4,False Alarm,1,2,2,4,1356
10,Fire,2,2,2,3,1017
21,Special Service,2,3,3,4,1356
19,False Alarm,4,5,5,4,1356
1,False Alarm,5,5,5,3,1017
9,Fire,2,4,4,5,1695
17,Special Service,1,2,2,3,1017
2,Special Service,2,2,2,3,1017
17,Special Service,1,1,6,22,7458
3,False Alarm,5,5,5,3,1017
17,Special Service,1,2,2,3,1017
16,Special Service,1,1,2,3,1017
9,Fire,4,4,4,5,1695
20,Fire,2,2,13,39,13221
18,Special Service,2,2,2,4,1356
19,Fire,1,1,1,3,1017
13,Special Service,1,1,1,3,1017
14,Fire,2,2,2,3,1017
0,False Alarm,4,5,5,3,1017
13,Fire,1,1,2,4,1356
0,Fire,2,3,3,5,1695
13,Fire,3,3,3,3,1017
4,Fire,1,2,6,13,4407
17,False Alarm,4,5,5,3,1017
22,Special Service,1,2,2,3,1017
2,Fire,2,2,3,5,1695
14,Special Service,4,4,4,3,1017
21,Fire,2,3,5,12,4068
